study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,cs137_peak_present,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,excess_pb210_activity,age
Nolte_2020,DSK,DSK_grazed_landward,18,19,0.6610769,0.04739277089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,1,2,0.43750013,0.14322423969999998,6.788,0.4466,becquerelsPerKilogram,NA,68.75,6.305,becquerelsPerKilogram,24.665,1.286,becquerelsPerKilogram,44.085,NA
Nolte_2020,DSK,DSK_grazed_landward,19,20,0.720237336,0.0270569147,9.125,0.9378,becquerelsPerKilogram,NA,28.84,6.691,becquerelsPerKilogram,23.240000000000002,1.783,becquerelsPerKilogram,5.599999999999998,NA
Nolte_2020,DSK,DSK_grazed_landward,20,21,0.696773733,0.03552295278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,21,22,0.663548667,0.04398899085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,22,23,0.607307426,0.047593164339999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,23,24,0.630488283,0.047593164339999994,11.73,0.9553,becquerelsPerKilogram,NA,37.24,6.691,becquerelsPerKilogram,31.77,1.9779999999999998,becquerelsPerKilogram,5.470000000000002,NA
Nolte_2020,DSK,DSK_grazed_landward,24,26,0.634972071,0.05119733783,10.16,0.5609,becquerelsPerKilogram,NA,33.1,4.148,becquerelsPerKilogram,23.515,1.184,becquerelsPerKilogram,9.585,NA
Nolte_2020,DSK,DSK_grazed_landward,26,28,0.677220519,0.06494997572,12.14,0.8512,becquerelsPerKilogram,TRUE,23.91,5.705,becquerelsPerKilogram,22.22,1.596,becquerelsPerKilogram,1.6900000000000013,47
Nolte_2020,DSK,DSK_grazed_landward,2,3,0.478848051,0.12732025760000001,8.368,0.7462,becquerelsPerKilogram,NA,116.2,11.14,becquerelsPerKilogram,30.275,2.056,becquerelsPerKilogram,85.92500000000001,NA
Nolte_2020,DSK,DSK_grazed_landward,28,30,0.663731517,0.04464373577,8.75,0.5052,becquerelsPerKilogram,NA,29.52,3.883,becquerelsPerKilogram,21.185000000000002,1.0865,becquerelsPerKilogram,8.334999999999997,NA
Nolte_2020,DSK,DSK_grazed_landward,30,32,0.618053082,0.05390977225,6.675,0.8919,becquerelsPerKilogram,NA,25.05,6.422,becquerelsPerKilogram,27.95,1.883,becquerelsPerKilogram,-2.8999999999999986,NA
Nolte_2020,DSK,DSK_grazed_landward,32,34,0.597049039,0.05832239883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,34,36,0.650745481,0.06489517375000001,1.285,0.7473,becquerelsPerKilogram,NA,16.7,5.649,becquerelsPerKilogram,20.83,1.5755,becquerelsPerKilogram,-4.129999999999999,NA
Nolte_2020,DSK,DSK_grazed_landward,36,38,0.611705155,0.052659648700000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,3,4,0.496804024,0.1114162756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,38,40,0.697843547,0.05002175244,0.9216,0.9216,becquerelsPerKilogram,NA,17.77,5.443,becquerelsPerKilogram,20.595,1.5015,becquerelsPerKilogram,-2.8249999999999993,NA
Nolte_2020,DSK,DSK_grazed_landward,40,42,0.648242241,0.05716111229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,42,44,0.688534502,0.023680063759999998,0.9229,0.9229,becquerelsPerKilogram,NA,12.34,5.4,becquerelsPerKilogram,71.7,1.5465,becquerelsPerKilogram,-59.36,NA
Nolte_2020,DSK,DSK_grazed_landward,44,46,0.679023365,0.03350283627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,46,48,0.655830629,0.057775442159999996,0.9547,0.9547,becquerelsPerKilogram,NA,13.65,5.508,becquerelsPerKilogram,19.075,1.525,becquerelsPerKilogram,-5.424999999999999,NA
Nolte_2020,DSK,DSK_grazed_landward,4,5,0.507251322,0.09378559463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,48,50,0.635977356,0.06695804877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,50,52,0.56213012,0.04633333773000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,52,54,0.682465412,0.032501208159999996,0.8578,0.8578,becquerelsPerKilogram,NA,11.19,4.897,becquerelsPerKilogram,16.025,1.341,becquerelsPerKilogram,-4.834999999999999,NA
Nolte_2020,DSK,DSK_grazed_landward,54,56,0.686329668,0.01146385883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,56,58,0.732109437,0.021120496000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,5,6,0.575145582,0.07615491365999999,6.79,1.02,becquerelsPerKilogram,NA,54.55,7.945,becquerelsPerKilogram,29.195,2.0575,becquerelsPerKilogram,25.354999999999997,NA
Nolte_2020,DSK,DSK_grazed_landward,58,60,0.700906138,0.03122335205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,60,62,0.760070812,0.03209822861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,62,64,0.776322865,0.014868199310000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,6,7,0.631018876,0.06621625312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_landward,7,8,0.669568558,0.05627759258,19.95,1.04,becquerelsPerKilogram,NA,36.33,6.233,becquerelsPerKilogram,27.095,1.7845,becquerelsPerKilogram,9.235,NA
Nolte_2020,DSK,DSK_grazed_landward,8,9,0.644486314,0.06031937739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,0,1,0.44045487,0.07026180634,5.819,0.4841,becquerelsPerKilogram,NA,73.89,6.297,becquerelsPerKilogram,24.89,1.282,becquerelsPerKilogram,49,NA
Nolte_2020,DSK,DSK_grazed_seaward,9,10,0.760994872,0.01722449868,1.076,NA,becquerelsPerKilogram,NA,21.58,6.296,becquerelsPerKilogram,22.05,1.7174999999999998,becquerelsPerKilogram,-0.4700000000000024,NA
Nolte_2020,DSK,DSK_grazed_seaward,10,11,0.72855907,0.01961893759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,11,12,0.732815837,0.0220133765,0.9178,NA,becquerelsPerKilogram,NA,21.66,5.387,becquerelsPerKilogram,21.795,1.545,becquerelsPerKilogram,-0.13500000000000156,NA
Nolte_2020,DSK,DSK_grazed_seaward,12,13,0.708403066,0.02114222224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,13,14,0.743303436,0.02027106798,1.799,0.854,becquerelsPerKilogram,NA,25.83,6.651,becquerelsPerKilogram,21.245,1.7770000000000001,becquerelsPerKilogram,4.584999999999997,NA
Nolte_2020,DSK,DSK_grazed_seaward,14,15,0.680509118,0.0268618542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,15,16,0.683295956,0.03345264042,2.632,0.7093,becquerelsPerKilogram,NA,23.01,5.471,becquerelsPerKilogram,20.060000000000002,1.4865,becquerelsPerKilogram,2.9499999999999993,NA
Nolte_2020,DSK,DSK_grazed_seaward,16,17,0.725768265,0.02896590354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,17,18,0.724102013,0.02447916667,1.137,NA,becquerelsPerKilogram,NA,21.95,6.305,becquerelsPerKilogram,18.869999999999997,1.5995,becquerelsPerKilogram,3.080000000000002,NA
Nolte_2020,DSK,DSK_grazed_seaward,18,19,0.708621804,0.026838601670000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,1,2,0.583171933,0.07026180634,5.819,0.4841,becquerelsPerKilogram,NA,73.89,6.297,becquerelsPerKilogram,24.89,1.282,becquerelsPerKilogram,49,NA
Nolte_2020,DSK,DSK_grazed_seaward,19,20,0.703648516,0.02919803667,4.194,0.8449,becquerelsPerKilogram,NA,26.38,6.549,becquerelsPerKilogram,26.715,1.8265,becquerelsPerKilogram,-0.33500000000000085,NA
Nolte_2020,DSK,DSK_grazed_seaward,20,21,0.728557598,0.02641523578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,21,22,0.716048898,0.023632434889999998,4.057,0.5523,becquerelsPerKilogram,NA,39.93,5.903,becquerelsPerKilogram,24.58,1.4525,becquerelsPerKilogram,15.350000000000001,NA
Nolte_2020,DSK,DSK_grazed_seaward,22,23,0.765017413,0.02199524991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,23,24,0.726222005,0.02199524991,2.545,0.7284,becquerelsPerKilogram,NA,19.93,5.653,becquerelsPerKilogram,22.805,1.6135000000000002,becquerelsPerKilogram,-2.875,NA
Nolte_2020,DSK,DSK_grazed_seaward,24,26,0.738812904,0.02035806493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,26,28,0.730510314,0.016557512240000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,2,3,0.515973121,0.06267139273,6.567,0.7023,becquerelsPerKilogram,NA,88.99,8.568,becquerelsPerKilogram,24.705,1.5775000000000001,becquerelsPerKilogram,64.285,NA
Nolte_2020,DSK,DSK_grazed_seaward,28,30,0.761715059,0.012756959560000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,30,32,0.737403445,0.02353229212,1.67,0.5815,becquerelsPerKilogram,NA,7.652,4.39,becquerelsPerKilogram,15.32,1.236,becquerelsPerKilogram,-7.668,NA
Nolte_2020,DSK,DSK_grazed_seaward,32,34,0.747865856,0.015762463339999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,34,36,0.742644214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,36,38,0.731942628,0.02005942589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,3,4,0.614760989,0.055080979120000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,38,40,0.638136202,0.062498334489999995,7.413,0.8139,becquerelsPerKilogram,NA,24.42,6.056,becquerelsPerKilogram,21.945,1.631,becquerelsPerKilogram,2.4750000000000014,NA
Nolte_2020,DSK,DSK_grazed_seaward,40,42,0.672722221,0.03233838706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,42,44,0.578869153,0.08910379539999999,17.7,1.019,becquerelsPerKilogram,NA,24.25,6.035,becquerelsPerKilogram,26.465,1.7485,becquerelsPerKilogram,-2.215,NA
Nolte_2020,DSK,DSK_grazed_seaward,44,46,0.662250804,0.03409279363,28.57,1.001,becquerelsPerKilogram,TRUE,31.94,4.171,becquerelsPerKilogram,20.975,1.1175,becquerelsPerKilogram,10.965,47
Nolte_2020,DSK,DSK_grazed_seaward,46,48,0.674512299,0.05574667603,19.21,0.9511,becquerelsPerKilogram,NA,10.1,5.208,becquerelsPerKilogram,16.46,1.379,becquerelsPerKilogram,-6.360000000000001,NA
Nolte_2020,DSK,DSK_grazed_seaward,4,5,0.585546032,0.06267452935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,48,50,0.6883435,0.02792215556,7.784,0.7437,becquerelsPerKilogram,NA,18.44,5.439,becquerelsPerKilogram,15.704999999999998,1.3475,becquerelsPerKilogram,2.735000000000003,NA
Nolte_2020,DSK,DSK_grazed_seaward,50,52,0.699368515,0.02775875487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,52,54,0.70554717,0.02759535417,3.015,0.6134,becquerelsPerKilogram,NA,11.25,4.399,becquerelsPerKilogram,17.685000000000002,1.2774999999999999,becquerelsPerKilogram,-6.435000000000002,NA
Nolte_2020,DSK,DSK_grazed_seaward,54,56,0.745501927,0.02639876325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,56,58,0.709297113,0.025202172319999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,5,6,0.581223463,0.07026807958,4.492,0.8917,becquerelsPerKilogram,NA,48.77,7.19,becquerelsPerKilogram,25.7,1.869,becquerelsPerKilogram,23.070000000000004,NA
Nolte_2020,DSK,DSK_grazed_seaward,58,60,0.71294267,0.025057763139999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,60,62,0.709340758,0.024913353960000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,62,64,0.732437013,0.02812032084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,64,66,0.679591206,0.03132728772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,66,68,0.676133541,0.0355079861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,6,7,0.6712526,0.049424768370000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,68,70,0.651858791,0.03968868448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,70,72,0.63974549,0.03589404269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,72,74,0.693559425,0.03209940091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,74,76,0.749065488,0.023278560910000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,76,78,0.755228724,0.0144577209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,7,8,0.70547567,0.02858145715,1.28,NA,becquerelsPerKilogram,NA,26.93,6.541,becquerelsPerKilogram,18.585,1.751,becquerelsPerKilogram,8.344999999999999,NA
Nolte_2020,DSK,DSK_grazed_seaward,78,80,0.648124243,0.022110734500000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,80,82,0.681117569,0.029763748099999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,82,84,0.661391967,0.03365649734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,84,86,0.632956792,0.03754924658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_grazed_seaward,8,9,0.699864265,0.02290297791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,0,1,0.514629891,0.1003631805,6.093,0.5571,becquerelsPerKilogram,NA,73.79,7.801,becquerelsPerKilogram,27.075000000000003,1.6320000000000001,becquerelsPerKilogram,46.715,NA
Nolte_2020,DSK,DSK_ungrazed_landward,9,10,0.750412672,0.015615656529999999,1.023,1.023,becquerelsPerKilogram,NA,19.2,5.823,becquerelsPerKilogram,18.174999999999997,1.565,becquerelsPerKilogram,1.0250000000000021,NA
Nolte_2020,DSK,DSK_ungrazed_landward,10,11,0.740246264,0.02057382702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,11,12,0.715997929,0.02553199751,1.616,0.6884,becquerelsPerKilogram,NA,14.32,5.154,becquerelsPerKilogram,18.325000000000003,1.448,becquerelsPerKilogram,-4.005000000000003,NA
Nolte_2020,DSK,DSK_ungrazed_landward,12,13,0.742897185,0.01915748706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,13,14,0.77119561700000006,0.012782976610000002,1.254,1.058,becquerelsPerKilogram,NA,13.94,8.128,becquerelsPerKilogram,15.615,2.132,becquerelsPerKilogram,-1.6750000000000007,NA
Nolte_2020,DSK,DSK_ungrazed_landward,14,15,0.670488552,0.029512044020000003,1.65,0.8822,becquerelsPerKilogram,NA,19.41,6.772,becquerelsPerKilogram,17.52,1.778,becquerelsPerKilogram,1.8900000000000006,NA
Nolte_2020,DSK,DSK_ungrazed_landward,15,16,0.609179777,0.04624111143,3.133,1.011,becquerelsPerKilogram,NA,35.86,7.758,becquerelsPerKilogram,24.115000000000002,2.0055,becquerelsPerKilogram,11.744999999999997,NA
Nolte_2020,DSK,DSK_ungrazed_landward,16,17,0.689273382,0.042301205380000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,17,18,0.640710654,0.03836129934,3.83,1.614,becquerelsPerKilogram,NA,28.52,12.7,becquerelsPerKilogram,22.735,3.1635,becquerelsPerKilogram,5.785,NA
Nolte_2020,DSK,DSK_ungrazed_landward,18,19,0.732149844,0.02418447637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,1,2,0.520544555,0.1003631805,6.093,0.5571,becquerelsPerKilogram,NA,73.79,7.801,becquerelsPerKilogram,27.075000000000003,1.6320000000000001,becquerelsPerKilogram,46.715,NA
Nolte_2020,DSK,DSK_ungrazed_landward,19,20,0.769174441,0.0100076534,0.8289,1.8289,becquerelsPerKilogram,NA,14.24,4.716,becquerelsPerKilogram,15.625,1.2915,becquerelsPerKilogram,-1.3849999999999998,NA
Nolte_2020,DSK,DSK_ungrazed_landward,20,21,0.788238234,0.00815319751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,21,22,0.79061446,0.00629874161,0.887,0.2956,becquerelsPerKilogram,NA,17.55,5.194,becquerelsPerKilogram,13.64,1.1865,becquerelsPerKilogram,3.91,NA
Nolte_2020,DSK,DSK_ungrazed_landward,22,23,0.773519549,0.00958241341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,23,24,0.729947922,0.00958241341,1.608,0.7316,becquerelsPerKilogram,NA,18.66,5.632,becquerelsPerKilogram,18.29,1.5165000000000002,becquerelsPerKilogram,0.370000000000001,NA
Nolte_2020,DSK,DSK_ungrazed_landward,24,26,0.754974785,0.01286608521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,26,28,0.757053041,0.01272647512,0.9228,NA,becquerelsPerKilogram,NA,21.09,5.044,becquerelsPerKilogram,28.52,1.6105,becquerelsPerKilogram,-7.43,NA
Nolte_2020,DSK,DSK_ungrazed_landward,2,3,0.534026404,0.09318764153,6.936,2.146,becquerelsPerKilogram,NA,85.5,16.61,becquerelsPerKilogram,33.5,4.058,becquerelsPerKilogram,52,NA
Nolte_2020,DSK,DSK_ungrazed_landward,28,30,0.763134371,0.01258686503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,30,32,0.760233608,0.01125629141,0.7375,1.7375,becquerelsPerKilogram,NA,12.19,4.275,becquerelsPerKilogram,16.165,1.1804999999999999,becquerelsPerKilogram,-3.9749999999999996,NA
Nolte_2020,DSK,DSK_ungrazed_landward,32,34,0.768257704,0.0099257178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,34,36,0.74897886,0.01241738996,4.152,0.9551,becquerelsPerKilogram,NA,23.49,7.362,becquerelsPerKilogram,28.92,2.4275,becquerelsPerKilogram,-5.430000000000003,NA
Nolte_2020,DSK,DSK_ungrazed_landward,36,38,0.744972149,0.01490906211,11.42,0.9207,becquerelsPerKilogram,NA,28.18,6.291,becquerelsPerKilogram,25.11,1.7605,becquerelsPerKilogram,3.0700000000000003,NA
Nolte_2020,DSK,DSK_ungrazed_landward,3,4,0.553747884,0.08601210256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,38,40,0.729427871,0.03225156122,34.95,1.834,becquerelsPerKilogram,TRUE,19.03,7.495,becquerelsPerKilogram,20.674999999999997,2.0885,becquerelsPerKilogram,-1.644999999999996,47
Nolte_2020,DSK,DSK_ungrazed_landward,40,42,0.758048211,0.018006935449999997,9.88,0.7076,becquerelsPerKilogram,NA,11.98,4.638,becquerelsPerKilogram,16.46,1.258,becquerelsPerKilogram,-4.48,NA
Nolte_2020,DSK,DSK_ungrazed_landward,42,44,0.74205066,0.01612239489,8.31,0.6593,becquerelsPerKilogram,NA,11.88,4.311,becquerelsPerKilogram,19.869999999999997,1.3005,becquerelsPerKilogram,-7.989999999999997,NA
Nolte_2020,DSK,DSK_ungrazed_landward,44,46,0.75613374,0.01342113313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,46,48,0.758250897,0.00817762958,2.765,0.9421,becquerelsPerKilogram,NA,13.72,7.132,becquerelsPerKilogram,18.27,1.9805000000000001,becquerelsPerKilogram,-4.549999999999999,NA
Nolte_2020,DSK,DSK_ungrazed_landward,4,5,0.631248773,0.05901991896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,48,50,0.78449351,0.00380874578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,50,52,0.753575444,0.01093389537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,52,54,0.78723168,0.00557123802,1.117,0.5641,becquerelsPerKilogram,NA,16.73,4.334,becquerelsPerKilogram,22.675,1.3625,becquerelsPerKilogram,-5.945,NA
Nolte_2020,DSK,DSK_ungrazed_landward,54,56,0.748994263,0.00986822506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,56,58,0.762354187,0.00715390804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,5,6,0.690526023,0.032027735360000004,2.115,0.9428,becquerelsPerKilogram,NA,32.18,7.457,becquerelsPerKilogram,21.185000000000002,1.891,becquerelsPerKilogram,10.994999999999997,NA
Nolte_2020,DSK,DSK_ungrazed_landward,58,60,0.69477143,0.014156299530000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,60,62,0.752372733,0.01245852145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,62,64,0.789525259,0.00264941644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,64,66,0.775300194,0.0072959566099999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,66,68,0.719782834,0.01970860287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,6,7,0.695479577,0.022260209500000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,DSK,DSK_ungrazed_landward,68,70,0.769453094,0.008343110419999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
