study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_4,2013,1,27,NA,24.260108,54.236263,NA,RTK,NA,-31.895,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_low_sabkha_5,2013,1,27,NA,24.260288,54.236323,NA,RTK,NA,-31.8918,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_1,2013,1,23,NA,24.123371,54.049667,NA,RTK,NA,-31.6824,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_2,2013,1,23,NA,24.123548,54.049641,NA,RTK,NA,-31.6983,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_3,2013,1,23,NA,24.123734,54.04958,NA,RTK,NA,-31.7133,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_4,2013,1,23,NA,24.123909,54.049516,NA,RTK,NA,-31.7308,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_5,2013,1,23,NA,24.1239403876762,54.0494818349934,NA,RTK,NA,-31.7484,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_6,2013,1,23,NA,24.1241465139295,54.0494082761266,NA,RTK,NA,-31.7586,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_low_sabkha_1,2013,1,26,NA,24.132536,53.028825,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_low_sabkha_2,2013,1,26,NA,24.132749,53.029184,NA,handheld,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_low_sabkha_3,2013,1,26,NA,24.132956,53.029489,NA,handheld,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,low sabkha,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,2013,1,27,NA,24.254422,54.24068,NA,RTK,NA,-32.1652,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,2013,1,27,NA,24.254364,54.240486,NA,RTK,NA,-32.1563,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,2013,1,27,NA,24.254274,54.24031,NA,RTK,NA,-32.1738,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,2013,1,27,NA,24.254124,54.23997,NA,RTK,NA,-32.1551,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_1,2013,1,22,NA,24.128395,54.040272,NA,RTK,NA,-32.1601,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_2,2013,1,22,NA,24.12858,54.040357,NA,RTK,NA,-32.1661,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_3,2013,1,22,NA,24.128747,54.040417,NA,RTK,NA,-32.1768,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_4,2013,1,22,NA,24.128924,54.040486,NA,RTK,NA,-32.2035,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_5,2013,1,22,NA,24.129085,54.040561,NA,RTK,NA,-32.2202,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_1,2013,1,23,NA,24.151466,54.077474,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_2,2013,1,23,NA,24.151401,54.077304,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_3,2013,1,23,NA,24.151341,54.077127,NA,handheld,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_4,2013,1,23,NA,24.151259,54.076975,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_5,2013,1,23,NA,24.151197,54.076758,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_1,2013,1,26,NA,24.133039,53.029655,NA,handheld,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_2,2013,1,26,NA,24.133255,53.02999,NA,handheld,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_3,2013,1,26,NA,24.133508,53.030295,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,NA,NA,NA,NA,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,NA,NA,NA,NA,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,NA,NA,NA,NA,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,NA,NA,NA,NA,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,NA,brine,NA,NA,NA,NA,microbial mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,NA,NA,NA,NA,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Arab Emirates,Hormozgan,NA
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_41,2013,12,4,sparse seagrass/SPAL transition - mixed,26.04589933,-97.18154176,NA,NA,NA,-0.117,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_77,2013,12,5,water/AVGE transition - 1st dom,26.17126816,-97.30346011,NA,NA,NA,0.059,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_81,2013,12,5,AVGE/flat+succulent transition - mixed,26.17127771,-97.30351807,NA,NA,NA,0.248,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_84,2014,5,22,SPAL/AVGE transition - mixed,28.40577653,-96.40350405,NA,NA,NA,0.304,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_91,2014,5,22,water/SPAL transition - 2nd dom,28.3906029,-96.43163687,NA,NA,NA,-0.02,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_93,2014,6,26,mudflat/succulent transition - 1st dom,27.41386863,-97.33125014,NA,NA,NA,0.398,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_94,2014,6,26,mudflat/succulent transition - mixed,27.41386493,-97.33123273,NA,NA,NA,0.419,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_95,2014,6,26,mudflat/succulent transition - 2nd dom,27.41386118,-97.33121184,NA,NA,NA,0.327,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_113,2014,6,26,water/mudflat transition - mixed,27.31300563,-97.4517001,NA,NA,NA,0.115,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_114,2014,6,26,water/mudflat transition - 2nd dom,27.3130198,-97.45171348,NA,NA,NA,0.213,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,NA
Osland_et_al_2016,Weeks_Bay,weeks_bay_37,2014,9,17,see note,30.40068417,-87.84383804,NA,NA,NA,0.16,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Alabama,NA
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_29,2014,10,7,short SPAL/SPCY - 1st dom,30.25054106,-89.87126135,NA,NA,NA,0.3,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,NA
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_36,2014,10,7,20 m,30.25100827,-89.87142688,NA,NA,NA,0.091,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,NA
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_44,2014,10,7,wrack ridge/SCAM+SPPA - mixed,30.24363606,-89.86102218,NA,NA,NA,0.107,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Louisiana,NA
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_25,2014,12,3,15 cm,25.86072123,-81.54516969,NA,NA,NA,0.5496,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_19,2014,12,6,RHMA/water - 1st dom,27.69441353,-82.51348227,NA,NA,NA,0.1959,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_26,2014,12,6,water/RHMA - 2nd dom,27.69522806,-82.51328056,NA,NA,NA,0.1693,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_34,2014,12,7,water/oyster - 2nd dom,27.5339929,-82.64462674,NA,NA,NA,-0.4691,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_35,2014,12,7,oyster/mangroves - 1st dom,27.533984,-82.64461649,NA,NA,NA,-0.3124,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_40,2014,12,7,mangrove/bare+succ - mixed,27.53393057,-82.64455494,NA,NA,NA,0.4086,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_43,2014,12,7,bare+succ/woods - mixed,27.53390386,-82.64452417,NA,NA,NA,0.6587,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_44,2014,12,7,bare+succ/woods - 2nd dom,27.53389495,-82.64451391,NA,NA,NA,0.7568,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_45,2014,12,7,15 cm,27.53388605,-82.64450365,NA,NA,NA,0.9799,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Osland_et_al_2016,Tampa_Bay,tampa_bay_46,2014,12,7,woods/SEPO - 1st dom,27.53386812,-82.64449326,NA,NA,NA,0.8281,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Florida,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB101G,2015,5,30,NA,30.35998,-88.36807,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB102G,2015,5,30,NA,30.37012,-88.35863,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB103G,2015,5,30,NA,30.36207,-88.34867,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB104G,2015,5,30,NA,30.36648,-88.33118,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB105G,2015,5,30,NA,30.37928,-88.322516,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB106G,2015,5,31,NA,30.38203,-88.34453,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB107G,2015,5,31,NA,30.37673,-88.36403,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB108G,2015,5,31,NA,30.39206,-88.37344,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB109G,2015,6,1,NA,30.37952,-88.37947,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB110G,2015,6,1,NA,30.35684,-88.34421,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB111G,2015,6,1,NA,30.3616,-88.32574,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB112G,2015,6,1,NA,30.36582,-88.31331,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB113G,2015,6,1,NA,30.3842,-88.33029,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB114G,2015,6,1,NA,30.39457,-88.3422,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB115G,2015,6,1,NA,30.38905,-88.35863,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB116G,2015,6,2,NA,30.38411,-88.40079,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA
Marot_et_al_2020,Grand Bay,15CCT02_GB117G,2015,6,2,NA,30.37738,-88.40844,NA,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA
